position,year,title.href,title,artist,lyrics,decade,song_key
14,2011,https://en.wikipedia.org/wiki/Last_Friday_Night_(T.G.I.F.),Last Friday Night (T.G.I.F.),Katy Perry,x,2010,2011-14
16,2011,https://en.wikipedia.org/wiki/Tonight_(I%27m_Lovin%27_You),Tonight (I'm Lovin' You),Enrique Iglesias,x,2010,2011-16
20,2011,https://en.wikipedia.org/wiki/What%27s_My_Name%3F_(Rihanna_song),What's My Name?,Rihanna,x,2010,2011-20
29,2011,https://en.wikipedia.org/wiki/The_Edge_of_Glory,The Edge of Glory,Lady Gaga,x,2010,2011-29
30,2011,https://en.wikipedia.org/wiki/We_R_Who_We_R,We R Who We R,Ke$ha,x,2010,2011-30
33,2011,https://en.wikipedia.org/wiki/Blow_(Kesha_song),Blow,Ke$ha,x,2010,2011-33
37,2011,https://en.wikipedia.org/wiki/The_Time_(Dirty_Bit),The Time (Dirty Bit),The Black Eyed Peas,x,2010,2011-37
38,2011,https://en.wikipedia.org/wiki/Coming_Home_(Diddy_%E2%80%93_Dirty_Money_song),Coming Home,Diddy – Dirty Money,x,2010,2011-38
39,2011,https://en.wikipedia.org/wiki/Hey_Baby_(Drop_It_to_the_Floor),Hey Baby (Drop It to the Floor),Pitbull,x,2010,2011-39
40,2011,https://en.wikipedia.org/wiki/Only_Girl_(In_the_World),Only Girl (In the World),Rihanna,x,2010,2011-40
51,2011,https://en.wikipedia.org/wiki/I_Need_a_Doctor,I Need a Doctor,Dr. Dre,x,2010,2011-51
65,2011,https://en.wikipedia.org/wiki/DJ_Got_Us_Fallin%27_in_Love,DJ Got Us Fallin' in Love,Usher,x,2010,2011-65
77,2011,https://en.wikipedia.org/wiki/Cheers_(Drink_to_That),Cheers (Drink to That),Rihanna,x,2010,2011-77
78,2011,https://en.wikipedia.org/wiki/Who_Says_(Selena_Gomez_%26_the_Scene_song),Who Says,Selena Gomez and the Scene,x,2010,2011-78
84,2011,https://en.wikipedia.org/wiki/Backseat_(song),Backseat,New Boyz,x,2010,2011-84
3,2012,https://en.wikipedia.org/wiki/We_Are_Young,We Are Young,fun.,x,2010,2012-3
5,2012,https://en.wikipedia.org/wiki/Lights_(Ellie_Goulding_song),Lights,Ellie Goulding,x,2010,2012-5
14,2012,https://en.wikipedia.org/wiki/Some_Nights_(song),Some Nights,fun.,x,2010,2012-14
16,2012,https://en.wikipedia.org/wiki/Good_Feeling_(song),Good Feeling,Flo Rida,x,2010,2012-16
37,2012,https://en.wikipedia.org/wiki/Blow_Me_(One_Last_Kiss),Blow Me (One Last Kiss),Pink,x,2010,2012-37
40,2012,https://en.wikipedia.org/wiki/Niggas_in_Paris,Niggas in Paris,Jay-Z,x,2010,2012-40
54,2012,https://en.wikipedia.org/wiki/No_Lie,No Lie,2 Chainz,x,2010,2012-54
57,2012,https://en.wikipedia.org/wiki/Dance_(A$$),Dance (A$$),Big Sean,x,2010,2012-57
59,2012,https://en.wikipedia.org/wiki/Brokenhearted_(Karmin_song),Brokenhearted,Karmin,x,2010,2012-59
63,2012,https://en.wikipedia.org/wiki/Work_Out_(song),Work Out,J. Cole,x,2010,2012-63
74,2012,https://en.wikipedia.org/wiki/Let_Me_Love_You_(Until_You_Learn_to_Love_Yourself),Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,x,2010,2012-74
80,2012,https://en.wikipedia.org/wiki/So_Good_(B.o.B_song),So Good,B.o.B,x,2010,2012-80
83,2012,https://en.wikipedia.org/wiki/Love_You_like_a_Love_Song,Love You like a Love Song,Selena Gomez and the Scene,x,2010,2012-83
85,2012,https://en.wikipedia.org/wiki/Die_Young_(Kesha_song),Die Young,Ke$ha,x,2010,2012-85
92,2012,https://en.wikipedia.org/wiki/Cashin%27_Out,Cashin' Out,Ca$h Out,x,2010,2012-92
93,2012,https://en.wikipedia.org/wiki/I_Don%27t_Want_This_Night_to_End,I Don't Want This Night to End,Luke Bryan,x,2010,2012-93
20,2013,https://en.wikipedia.org/wiki/Suit_%26_Tie,Suit and Tie,Justin Timberlake,x,2010,2013-20
23,2013,https://en.wikipedia.org/wiki/Scream_%26_Shout,Scream and Shout,will.i.am,x,2010,2013-23
48,2013,https://en.wikipedia.org/wiki/Power_Trip_(song),Power Trip,J. Cole,x,2010,2013-48
57,2013,https://en.wikipedia.org/wiki/Die_Young_(Kesha_song),Die Young,Ke$ha,x,2010,2013-57
58,2013,https://en.wikipedia.org/wiki/Some_Nights_(song),Some Nights,fun.,x,2010,2013-58
73,2013,https://en.wikipedia.org/wiki/The_Fox_(What_Does_the_Fox_Say%3F),The Fox (What Does the Fox Say?),Ylvis,x,2010,2013-73
75,2013,https://en.wikipedia.org/wiki/The_A_Team_(song),The A Team,Ed Sheeran,x,2010,2013-75
76,2013,https://en.wikipedia.org/wiki/Carry_On_(Fun_song),Carry On,fun.,x,2010,2013-76
81,2013,https://en.wikipedia.org/wiki/Beautiful_(Mariah_Carey_song),#Beautiful,Mariah Carey,x,2010,2013-81
86,2013,https://en.wikipedia.org/wiki/Let_Me_Love_You_(Until_You_Learn_to_Love_Yourself),Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,x,2010,2013-86
95,2013,https://en.wikipedia.org/wiki/ThatPower,#thatPower,will.i.am,x,2010,2013-95
99,2013,https://en.wikipedia.org/wiki/I%27m_Different_(2_Chainz_song),I'm Different,2 Chainz,x,2010,2013-99
7,2014,https://en.wikipedia.org/wiki/Rude_(song),Rude,Magic!,x,2010,2014-7
14,2014,https://en.wikipedia.org/wiki/Am_I_Wrong_(song),Am I Wrong,Nico and Vinz,x,2010,2014-14
15,2014,https://en.wikipedia.org/wiki/Turn_Down_for_What,Turn Down for What,DJ Snake,x,2010,2014-15
32,2014,https://en.wikipedia.org/wiki/Habits_(Stay_High),Habits (Stay High),Tove Lo,x,2010,2014-32
53,2014,https://en.wikipedia.org/wiki/Na_Na_(song),Na Na,Trey Songz,x,2010,2014-53
72,2014,https://en.wikipedia.org/wiki/Lifestyle_(song),Lifestyle,Rich Gang,x,2010,2014-72
82,2014,https://en.wikipedia.org/wiki/La_La_La_(Naughty_Boy_song),La La La,Naughty Boy,x,2010,2014-82
86,2014,https://en.wikipedia.org/wiki/Amnesia_(5_Seconds_of_Summer_song),Amnesia,5 Seconds of Summer,x,2010,2014-86
87,2014,https://en.wikipedia.org/wiki/No_Mediocre,No Mediocre,T.I.,x,2010,2014-87
92,2014,https://en.wikipedia.org/wiki/White_Walls,White Walls,Macklemore and Ryan Lewis,x,2010,2014-92
93,2014,https://en.wikipedia.org/wiki/She_Looks_So_Perfect,She Looks So Perfect,5 Seconds of Summer,x,2010,2014-93
97,2014,https://en.wikipedia.org/wiki/0_to_100_/_The_Catch_Up,0 to 100 / The Catch Up,Drake,x,2010,2014-97
